date,close
2019-06-19,14.767
2019-06-20,14.789
2019-06-21,14.672
2019-06-24,14.158
2019-06-25,14.016
2019-06-26,13.912
2019-06-27,14.103
2019-06-28,14.331
2019-07-01,14.003
2019-07-02,14.05
2019-07-03,14.116
2019-07-05,14.024
2019-07-08,12.593
2019-07-09,12.399
2019-07-10,12.296
2019-07-11,12.279
2019-07-12,12.302
2019-07-15,12.362
2019-07-16,12.45
2019-07-17,12.251
2019-07-18,12.266
2019-07-19,12.175
2019-07-22,12.225
2019-07-23,12.158
2019-07-24,12.273
2019-07-25,12.219
2019-07-26,12.332
2019-07-29,12.218
2019-07-30,12.319
2019-07-31,13.673
2019-08-01,13.548
2019-08-02,13.43
2019-08-05,13.252
2019-08-06,13.41
2019-08-07,13.835
2019-08-08,14.027
2019-08-09,14.07
2019-08-12,14.074
2019-08-13,13.873
2019-08-14,13.795
2019-08-15,13.639
2019-08-16,13.733
2019-08-19,13.975
2019-08-20,14.051
2019-08-21,14.089
2019-08-22,14.122
2019-08-23,13.811
2019-08-26,13.962
2019-08-27,13.872
2019-08-28,13.946
2019-08-29,14.139
2019-08-30,14.329
2019-09-03,14.36
2019-09-04,13.717
2019-09-05,14.141
2019-09-06,13.989
2019-09-09,14.369
2019-09-10,14.496
2019-09-11,14.754
2019-09-12,14.84
2019-09-13,14.578
2019-09-16,14.745
2019-09-17,14.901
2019-09-18,14.813
2019-09-19,15.045
2019-09-20,14.905
2019-09-23,15.059
2019-09-24,14.888
2019-09-25,14.957
2019-09-26,14.937
2019-09-27,14.703
2019-09-30,14.837
2019-10-01,14.634
2019-10-02,14.49
2019-10-03,14.542
2019-10-04,14.659
2019-10-07,14.735
2019-10-08,14.396
2019-10-09,14.437
2019-10-10,14.352
2019-10-11,14.415
2019-10-14,14.394
2019-10-15,14.418
2019-10-16,14.341
2019-10-17,14.372
2019-10-18,14.315
2019-10-21,14.402
2019-10-22,14.302
2019-10-23,14.26
2019-10-24,14.46
2019-10-25,14.577
2019-10-28,14.617
2019-10-29,14.665
2019-10-30,15.341
2019-10-31,15.325
2019-11-01,15.369
2019-11-04,15.351
2019-11-05,15.5
2019-11-06,15.496
2019-11-07,15.578
2019-11-08,15.613
2019-11-11,15.592
2019-11-12,15.806
2019-11-13,15.696
2019-11-14,15.664
2019-11-15,15.64
2019-11-18,15.523
2019-11-19,15.749
2019-11-20,15.402
2019-11-21,14.95
2019-11-22,15.16
2019-11-25,15.276
2019-11-26,15.24
2019-11-27,15.262
2019-11-29,15.033
2019-12-02,15.008
2019-12-03,14.998
2019-12-04,15.16
2019-12-05,14.986
2019-12-06,15.16
2019-12-09,15.23
2019-12-10,15.27
2019-12-11,15.047
2019-12-12,14.685
2019-12-13,14.535
2019-12-16,14.653
2019-12-17,14.735
2019-12-18,14.582
2019-12-19,14.595
2019-12-20,14.52
2019-12-23,14.433
2019-12-24,14.44
2019-12-26,14.505
2019-12-27,14.476
2019-12-30,14.202
2019-12-31,14.263
2020-01-02,14.431
2020-01-03,14.357
2020-01-06,14.425
2020-01-07,14.387
2020-01-08,14.371
2020-01-09,14.35
2020-01-10,14.239
2020-01-13,14.459
2020-01-14,14.477
2020-01-15,14.627
2020-01-16,14.672
2020-01-17,14.674
2020-01-21,14.595
2020-01-22,14.592
2020-01-23,14.574
2020-01-24,14.316
2020-01-27,14.253
2020-01-28,14.4
2020-01-29,15.26
2020-01-30,15.27
2020-01-31,15.203
2020-02-03,14.948
2020-02-04,15.181
2020-02-05,15.284
2020-02-06,15.224
2020-02-07,15.266
2020-02-10,15.145
2020-02-11,15.21
2020-02-12,14.984
2020-02-13,14.807
2020-02-14,14.884
2020-02-18,14.797
2020-02-19,14.96
2020-02-20,14.98
2020-02-21,14.995
2020-02-24,14.588
2020-02-25,14.005
2020-02-26,14.012
2020-02-27,13.622
2020-02-28,13.516
2020-03-02,13.672
2020-03-03,13.439
2020-03-04,13.617
2020-03-05,13.688
2020-03-06,13.628
2020-03-09,12.943
2020-03-10,12.998
2020-03-11,12.415
2020-03-12,10.853
2020-03-13,11.133
2020-03-16,10.666
2020-03-17,10.936
2020-03-18,9.22
2020-03-19,10.538
2020-03-20,10.074
2020-03-23,10.247
2020-03-24,10.689
2020-03-25,10.413
2020-03-26,11.054
2020-03-27,10.631
2020-03-30,11.024
2020-03-31,11.81
2020-04-01,11.339
2020-04-02,11.449
2020-04-03,11.223
2020-04-06,11.603
2020-04-07,11.771
2020-04-08,12.3
2020-04-09,12.542
2020-04-13,12.209
2020-04-14,12.65
2020-04-15,12.26
2020-04-16,12.413
2020-04-17,12.653
2020-04-20,12.692
2020-04-21,12.271
2020-04-22,12.501
2020-04-23,12.598
2020-04-24,12.555
2020-04-27,12.923
2020-04-28,12.885
2020-04-29,12.748
2020-04-30,12.633
2020-05-01,12.259
2020-05-04,11.855
2020-05-05,12.081
2020-05-06,12.2
2020-05-07,12.348
2020-05-08,12.467
2020-05-11,12.382
2020-05-12,12.011
2020-05-13,11.495
2020-05-14,11.321
2020-05-15,11.558
2020-05-18,12.013
2020-05-19,11.906
2020-05-20,12.124
2020-05-21,12.072
2020-05-22,12.237
2020-05-26,12.471
2020-05-27,12.592
2020-05-28,12.534
2020-05-29,12.448
2020-06-01,12.26
2020-06-02,12.109
2020-06-03,12.963
2020-06-04,12.53
2020-06-05,12.521
2020-06-08,12.636
2020-06-09,12.568
2020-06-10,12.392
2020-06-11,11.734
2020-06-12,11.802
2020-06-15,12.267
2020-06-16,12.196
2020-06-17,12.173
2020-06-18,11.946
2020-06-19,11.819
2020-06-22,11.871
2020-06-23,11.754
2020-06-24,11.438
2020-06-25,11.779
2020-06-26,11.6
2020-06-29,11.85
2020-06-30,11.829
2020-07-01,11.78
2020-07-02,11.735
2020-07-06,11.975
2020-07-07,11.809
2020-07-08,11.822
2020-07-09,11.737
2020-07-10,11.766
2020-07-13,11.579
2020-07-14,11.666
2020-07-15,12.045
2020-07-16,11.846
2020-07-17,11.834
2020-07-20,12.051
2020-07-21,12.104
2020-07-22,12.121
2020-07-23,11.976
2020-07-24,11.695
2020-07-27,11.766
2020-07-28,11.781
2020-07-29,12.274
2020-07-30,12.215
2020-07-31,12.392
2020-08-03,12.366
2020-08-04,12.332
2020-08-05,12.395
2020-08-06,12.335
2020-08-07,12.339
2020-08-10,12.362
2020-08-11,13.489
2020-08-12,13.704
2020-08-13,13.7
2020-08-14,14.663
2020-08-17,14.384
2020-08-18,14.314
2020-08-19,14.167
2020-08-20,14.414
2020-08-21,14.508
2020-08-24,14.858
2020-08-25,14.696
2020-08-26,14.606
2020-08-27,14.652
2020-08-28,14.689
2020-08-31,14.444
2020-09-01,14.882
2020-09-02,15.0
2020-09-03,14.428
2020-09-04,14.219
2020-09-08,13.882
2020-09-09,14.115
2020-09-10,13.972
2020-09-11,14.113
2020-09-14,14.262
2020-09-15,15.575
2020-09-16,17.49
2020-09-17,16.361
2020-09-18,15.959
2020-09-21,15.216
2020-09-22,15.425
2020-09-23,14.828
2020-09-24,14.606
2020-09-25,14.613
2020-09-28,15.146
2020-09-29,14.969
2020-09-30,15.056
2020-10-01,14.896
2020-10-02,14.646
2020-10-05,14.821
2020-10-06,15.004
2020-10-07,15.309
2020-10-08,16.393999
2020-10-09,16.473
2020-10-12,16.646
2020-10-13,16.608
2020-10-14,16.424
2020-10-15,16.597
2020-10-16,16.469999
2020-10-19,16.414
2020-10-20,16.907
2020-10-21,18.105
2020-10-22,18.305
2020-10-23,18.43
2020-10-26,17.5
2020-10-27,17.558001
2020-10-28,16.215
2020-10-29,16.195999
2020-10-30,16.707001
2020-11-02,16.657
2020-11-03,17.195
2020-11-04,17.253
2020-11-05,18.167999
2020-11-06,18.562
2020-11-09,18.500999
2020-11-10,18.614
2020-11-11,19.216
2020-11-12,18.694
2020-11-13,19.226999
2020-11-16,20.393
2020-11-17,20.82
2020-11-18,21.296
2020-11-19,21.711
2020-11-20,22.211
2020-11-23,22.076
2020-11-24,24.723
2020-11-25,27.027
2020-11-27,27.125999
2020-11-30,34.277
2020-12-01,32.400002
2020-12-02,32.132
2020-12-03,33.16
2020-12-04,32.799999
2020-12-07,33.622002
2020-12-08,28.945
2020-12-09,28.621
2020-12-10,29.033001
2020-12-11,28.591999
2020-12-14,27.952999
2020-12-15,28.579
2020-12-16,29.912001
2020-12-17,29.780001
2020-12-18,30.120001
2020-12-21,31.76
2020-12-22,33.150002
2020-12-23,33.717999
2020-12-24,32.261002
2020-12-28,37.0
2020-12-29,36.606998
2020-12-30,38.997002
2020-12-31,38.855
2021-01-04,42.521999
2021-01-05,42.862999
2021-01-06,48.055
2021-01-07,53.575001
2021-01-08,53.164001
2021-01-11,49.549
2021-01-12,51.424
2021-01-13,51.925999
2021-01-14,63.099998
2021-01-15,57.806999
2021-01-19,59.221001
2021-01-20,55.082001
2021-01-21,52.046001
2021-01-22,57.702999
2021-01-25,57.141998
2021-01-26,55.980999
2021-01-27,54.009998
2021-01-28,57.838001
2021-01-29,61.730999
2021-02-01,63.456001
2021-02-02,68.792
2021-02-03,74.119003
2021-02-04,76.558998
2021-02-05,80.599998
2021-02-08,104.099998
2021-02-09,127.293999
2021-02-10,97.447998
2021-02-11,100.994003
2021-02-12,103.431
2021-02-16,95.5
2021-02-17,94.18
2021-02-18,92.778
2021-02-19,96.372002
2021-02-22,87.599998
2021-02-23,69.123001
2021-02-24,81.768997
2021-02-25,73.161003
2021-02-26,75.041
2021-03-01,78.244003
2021-03-02,74.849998
2021-03-03,73.156998
2021-03-04,64.566002
2021-03-05,62.023998
2021-03-08,62.418999
2021-03-09,71.598999
2021-03-10,75.654999
2021-03-11,80.375
2021-03-12,78.400002
2021-03-15,76.901001
2021-03-16,72.429001
2021-03-17,77.098999
2021-03-18,73.205002
2021-03-19,77.704002
2021-03-22,72.456001
2021-03-23,67.721001
2021-03-24,62.157001
2021-03-25,62.091
2021-03-26,62.400002
2021-03-29,63.133999
2021-03-30,65.398003
2021-03-31,67.879997
2021-04-01,70.356003
2021-04-05,72.055
2021-04-06,70.458
2021-04-07,65.620003
2021-04-08,69.012001
2021-04-09,71.099998
2021-04-12,71.823997
2021-04-13,84.853996
2021-04-14,73.550003
2021-04-15,74.014999
2021-04-16,69.362
2021-04-19,63.751999
2021-04-20,64.644997
2021-04-21,65.045998
2021-04-22,59.82
2021-04-23,61.304001
2021-04-26,65.882004
2021-04-27,67.698997
2021-04-28,68.082001
2021-04-29,65.500999
2021-04-30,65.716003
2021-05-03,63.562
2021-05-04,61.688
2021-05-05,62.345001
2021-05-06,60.908001
2021-05-07,62.046001
2021-05-10,56.945999
2021-05-11,57.695999
2021-05-12,54.188
2021-05-13,48.807999
2021-05-14,52.131001
2021-05-17,48.935001
2021-05-18,48.720001
2021-05-19,45.486
2021-05-20,47.265999
2021-05-21,45.051998
2021-05-24,47.244999
2021-05-25,46.966999
2021-05-26,48.278999
2021-05-27,49.384998
2021-05-28,47.0
2021-06-01,47.776001
2021-06-02,49.849998
2021-06-03,48.863998
2021-06-04,48.466999
2021-06-07,46.980999
2021-06-08,45.938
2021-06-09,51.299
2021-06-10,50.865002
2021-06-11,51.644001
2021-06-14,59.848999
2021-06-15,63.054001
2021-06-16,61.981998
2021-06-17,63.081001
2021-06-18,64.646004
2021-06-21,58.367001
2021-06-22,55.372002
2021-06-23,55.299999
2021-06-24,58.188
2021-06-25,55.005001
2021-06-28,62.417
2021-06-29,66.899002
2021-06-30,66.449997
2021-07-01,65.085999
2021-07-02,63.561001
2021-07-06,63.429001
2021-07-07,63.986
2021-07-08,61.844002
2021-07-09,62.866001
2021-07-12,58.868999
2021-07-13,57.987999
2021-07-14,56.042999
2021-07-15,54.104
2021-07-16,52.308998
2021-07-19,49.872002
2021-07-20,50.178001
2021-07-21,55.694
2021-07-22,55.594002
2021-07-23,53.971001
2021-07-26,68.25
2021-07-27,63.061001
2021-07-28,64.665001
2021-07-29,62.500999
2021-07-30,62.601002
2021-08-02,63.778999
2021-08-03,62.506001
2021-08-04,67.093002
2021-08-05,71.561996
2021-08-06,74.872002
2021-08-09,76.773003
2021-08-10,75.049004
2021-08-11,74.749001
2021-08-12,72.098999
2021-08-13,72.800003
2021-08-16,69.750999
2021-08-17,66.369003
2021-08-18,65.504997
2021-08-19,67.625999
2021-08-20,71.655998
2021-08-23,71.850998
2021-08-24,71.550003
2021-08-25,72.670998
2021-08-26,69.365997
2021-08-27,70.720001
2021-08-30,70.299004
2021-08-31,69.43
2021-09-01,70.25
2021-09-02,69.570999
2021-09-03,71.225998
2021-09-07,64.801003
2021-09-08,63.862
2021-09-09,64.061996
2021-09-10,61.556999
2021-09-13,64.269997
2021-09-14,61.848
2021-09-15,63.299999
2021-09-16,63.299999
2021-09-17,61.429001
2021-09-20,58.839001
2021-09-21,58.102001
2021-09-22,59.960999
2021-09-23,61.657001
2021-09-24,59.938999
2021-09-27,59.474998
2021-09-28,57.351002
2021-09-29,56.632
2021-09-30,57.84
2021-10-01,61.245998
2021-10-04,60.724998
2021-10-05,65.100998
2021-10-06,67.380997
2021-10-07,69.278999
2021-10-08,70.882004
2021-10-11,73.18
2021-10-12,71.065002
2021-10-13,72.629997
2021-10-14,72.394997
2021-10-15,74.985001
2021-10-18,73.963997
2021-10-19,72.724998
2021-10-20,75.818001
2021-10-21,73.542999
2021-10-22,71.851997
2021-10-25,74.601997
2021-10-26,73.486
2021-10-27,71.501999
2021-10-28,71.712997
2021-10-29,71.505997
2021-11-01,73.612
2021-11-02,79.414001
2021-11-03,81.025002
2021-11-04,80.0
2021-11-05,79.750999
2021-11-08,86.0
2021-11-09,85.901001
2021-11-10,81.634003
2021-11-11,81.835999
2021-11-12,81.172997
2021-11-15,79.5
2021-11-16,75.202003
2021-11-17,75.300003
2021-11-18,72.736
2021-11-19,71.831001
2021-11-22,69.001999
2021-11-23,69.677002
2021-11-24,70.089996
2021-11-26,66.300003
2021-11-29,69.547997
2021-11-30,72.142998
2021-12-01,70.546997
2021-12-02,68.335999
2021-12-03,63.098999
2021-12-06,59.646999
2021-12-07,62.817001
2021-12-08,63.653999
2021-12-09,59.188
2021-12-10,60.084
2021-12-13,57.164001
2021-12-14,58.037998
2021-12-15,59.859001
2021-12-16,56.694
2021-12-17,57.158001
2021-12-20,54.639
2021-12-21,56.75
2021-12-22,56.999001
2021-12-23,59.721001
2021-12-27,60.827999
2021-12-28,56.797001
2021-12-29,55.609001
2021-12-30,56.234001
2021-12-31,54.449001
2022-01-03,55.826
2022-01-04,55.106998
2022-01-05,50.91
2022-01-06,49.862
2022-01-07,48.294998
2022-01-10,48.195
2022-01-11,50.655998
2022-01-12,51.464001
2022-01-13,48.959
2022-01-14,49.956001
2022-01-18,46.827999
2022-01-19,46.042
2022-01-20,45.752998
2022-01-21,37.589001
2022-01-24,37.044998
2022-01-25,36.505001
2022-01-26,35.365002
2022-01-27,31.945
2022-01-28,33.895
2022-01-31,36.800999
2022-02-01,37.299999
2022-02-02,34.883999
2022-02-03,34.008999
2022-02-04,39.164001
2022-02-07,41.347
2022-02-08,42.542999
2022-02-09,44.66
2022-02-10,43.147999
2022-02-11,41.101002
2022-02-14,40.949001
2022-02-15,43.723999
2022-02-16,43.498001
2022-02-17,40.459999
2022-02-18,39.597
2022-02-22,37.77
2022-02-23,36.502998
2022-02-24,39.695999
2022-02-25,40.5
2022-02-28,44.299999
2022-03-01,46.473
2022-03-02,45.929001
2022-03-03,42.869999
2022-03-04,41.035999
2022-03-07,38.890999
2022-03-08,41.035999
2022-03-09,43.674999
2022-03-10,42.112999
2022-03-11,39.082001
2022-03-14,36.993
2022-03-15,39.613998
2022-03-16,42.877998
2022-03-17,43.409
2022-03-18,45.428001
2022-03-21,43.647999
2022-03-22,45.994999
2022-03-23,45.069
2022-03-24,48.391998
2022-03-25,47.242001
2022-03-28,51.0
2022-03-29,52.0
2022-03-30,50.069
2022-03-31,48.632
2022-04-01,49.098
2022-04-04,50.125999
2022-04-05,48.728001
2022-04-06,45.511002
2022-04-07,46.361
2022-04-08,45.324001
2022-04-11,43.639
2022-04-12,44.345001
2022-04-13,46.358002
2022-04-14,44.918999
2022-04-18,44.589001
2022-04-19,47.113998
2022-04-20,44.903
2022-04-21,42.785999
2022-04-22,40.908001
2022-04-25,42.799999
2022-04-26,39.101002
2022-04-27,38.577999
2022-04-28,40.049
2022-04-29,35.417
2022-05-02,36.591
2022-05-03,34.34
2022-05-04,36.644001
2022-05-05,31.452
2022-05-06,29.424
2022-05-09,21.905001
2022-05-10,22.552
2022-05-11,16.82
2022-05-12,17.118
2022-05-13,20.457001
2022-05-16,20.150999
2022-05-17,22.487
2022-05-18,19.743999
2022-05-19,21.077
2022-05-20,20.275
2022-05-23,20.437
2022-05-24,19.301001
2022-05-25,19.812
2022-05-26,21.610001
2022-05-27,21.938999
2022-05-31,26.469
2022-06-01,23.813999
2022-06-02,24.445999
2022-06-03,22.722
2022-06-06,23.544001
2022-06-07,24.0
2022-06-08,23.289
2022-06-09,21.775999
2022-06-10,20.336
2022-06-13,15.215
2022-06-14,15.687
2022-06-15,17.134001
2022-06-16,16.134001
2022-06-17,16.76
2022-06-21,17.896
2022-06-22,17.091
2022-06-23,18.830999
2022-06-24,20.544001
2022-06-27,19.673
2022-06-28,18.612
2022-06-29,17.969
2022-06-30,16.43
2022-07-01,16.677
2022-07-05,18.768
2022-07-06,18.83
2022-07-07,21.951
2022-07-08,22.128
2022-07-11,20.09
2022-07-12,19.252001
2022-07-13,19.555
2022-07-14,20.459
2022-07-15,21.398001
2022-07-18,22.563
2022-07-19,26.716999
2022-07-20,28.877001
2022-07-21,28.971001
2022-07-22,28.191999
2022-07-25,26.586
2022-07-26,23.764
2022-07-27,26.24
2022-07-28,27.572001
2022-07-29,28.606001
2022-08-01,27.573999
2022-08-02,27.826
2022-08-03,31.368
2022-08-04,30.931
2022-08-05,31.915001
2022-08-08,33.000999
2022-08-09,31.938
2022-08-10,33.580002
2022-08-11,33.699001
2022-08-12,35.284
2022-08-15,34.908001
2022-08-16,34.264
2022-08-17,32.52
2022-08-18,32.438
2022-08-19,28.299999
2022-08-22,26.809
2022-08-23,26.58
2022-08-24,27.441
2022-08-25,27.281
2022-08-26,24.92
2022-08-29,24.496
2022-08-30,24.023001
2022-08-31,23.156
2022-09-01,22.091999
2022-09-02,21.806
2022-09-06,20.424999
2022-09-07,21.861
2022-09-08,23.450001
2022-09-09,26.197001
2022-09-12,26.298
2022-09-13,23.125
2022-09-14,22.599001
2022-09-15,21.694
2022-09-16,20.634001
2022-09-19,20.620001
2022-09-20,19.66
2022-09-21,19.591999
2022-09-22,19.232
2022-09-23,19.145
2022-09-26,20.018
2022-09-27,20.607
2022-09-28,22.047001
2022-09-29,21.181999
2022-09-30,21.226
2022-10-03,22.452
2022-10-04,24.874001
2022-10-05,24.219
2022-10-06,24.167
2022-10-07,22.030001
2022-10-10,22.065001
2022-10-11,21.636999
2022-10-12,21.837999
2022-10-13,22.054001
2022-10-14,20.931
2022-10-17,22.113001
2022-10-18,23.5
2022-10-19,22.608
2022-10-20,22.101
2022-10-21,23.261999
2022-10-24,23.76
2022-10-25,26.868999
2022-10-26,27.271999
2022-10-27,27.056
2022-10-28,27.999001
2022-10-31,26.750999
2022-11-01,25.719999
2022-11-02,24.823
2022-11-03,24.844
2022-11-04,27.709999
2022-11-07,26.664
2022-11-08,21.184
2022-11-09,17.035999
2022-11-10,17.5
2022-11-11,17.518
2022-11-14,16.59
2022-11-15,17.153
2022-11-16,16.944
2022-11-17,17.388
2022-11-18,17.011999
2022-11-21,15.722
2022-11-22,16.708
2022-11-23,17.639
2022-11-25,18.299999
2022-11-28,17.667
2022-11-29,18.200001
2022-11-30,19.809
2022-12-01,19.898001
2022-12-02,20.694
2022-12-05,19.566999
2022-12-06,19.552
2022-12-07,19.349001
2022-12-08,20.257
2022-12-09,20.325001
2022-12-12,19.615999
2022-12-13,20.181
2022-12-14,20.273001
2022-12-15,18.799999
2022-12-16,17.375
2022-12-19,17.021
2022-12-20,16.885
2022-12-21,16.882
2022-12-22,16.622999
2022-12-23,16.267
2022-12-27,14.774
2022-12-28,13.809
2022-12-29,13.663
2022-12-30,14.157
2023-01-03,14.502
2023-01-04,16.506001
2023-01-05,15.656
2023-01-06,16.045
2023-01-09,17.500999
2023-01-10,19.0
2023-01-11,19.476
2023-01-12,21.017
2023-01-13,21.697001
2023-01-17,23.591999
2023-01-18,22.118999
2023-01-19,22.145
2023-01-20,24.003
2023-01-23,25.021999
2023-01-24,24.75
2023-01-25,24.584
2023-01-26,24.532
2023-01-27,25.836
2023-01-30,24.569
2023-01-31,25.173
2023-02-01,26.792
2023-02-02,29.212999
2023-02-03,28.476
2023-02-06,28.205
2023-02-07,28.386999
2023-02-08,27.596001
2023-02-09,24.903999
2023-02-10,24.337
2023-02-13,24.924999
2023-02-14,27.114
2023-02-15,29.84
2023-02-16,28.403
2023-02-17,29.405001
2023-02-21,26.992001
2023-02-22,26.858
2023-02-23,26.575001
2023-02-24,25.58
2023-02-27,25.865
2023-02-28,26.226999
2023-03-01,25.791
2023-03-02,25.289
2023-03-03,24.691
2023-03-06,23.745001
2023-03-07,23.143999
2023-03-08,23.271999
2023-03-09,21.082001
2023-03-10,19.201
2023-03-13,22.316
2023-03-14,22.947001
2023-03-15,22.754999
2023-03-16,24.108
2023-03-17,26.766001
2023-03-20,26.396
2023-03-21,27.337999
2023-03-22,24.686001
2023-03-23,26.333
2023-03-24,25.667
2023-03-27,23.896
2023-03-28,24.826
2023-03-29,28.403
2023-03-30,27.923
2023-03-31,29.232
2023-04-03,29.739
2023-04-04,29.898001
2023-04-05,29.084
2023-04-06,29.01
2023-04-10,31.278
2023-04-11,33.235001
2023-04-12,32.283001
2023-04-13,34.071999
2023-04-14,33.375
2023-04-17,31.302999
2023-04-18,32.985001
2023-04-19,31.472
2023-04-20,29.471001
2023-04-21,29.101999
2023-04-24,28.533001
2023-04-25,29.091
2023-04-26,29.945999
2023-04-27,31.864
2023-04-28,32.838001
2023-05-01,30.747
2023-05-02,32.800999
2023-05-03,30.424999
2023-05-04,31.224001
2023-05-05,32.672001
2023-05-08,29.466999
2023-05-09,30.343
2023-05-10,31.511
2023-05-11,28.737
2023-05-12,27.1
2023-05-15,28.25
2023-05-16,27.344
2023-05-17,29.056999
2023-05-18,28.757999
2023-05-19,28.827999
2023-05-22,29.412001
2023-05-23,28.933001
2023-05-24,28.443001
2023-05-25,28.099001
2023-05-26,28.51
2023-05-30,29.927
2023-05-31,30.163
2023-06-01,29.993999
2023-06-02,30.212999
2023-06-05,27.636
2023-06-06,29.882
2023-06-07,29.080999
2023-06-08,29.093
2023-06-09,28.233
2023-06-12,27.77
2023-06-13,28.382
2023-06-14,28.288
2023-06-15,27.792
2023-06-16,29.339001
2023-06-20,31.34
2023-06-21,33.131001
2023-06-22,32.723
2023-06-23,32.910999
2023-06-26,30.573999
2023-06-27,32.487999
2023-06-28,32.561001
2023-06-29,34.026001
2023-06-30,34.242001
2023-07-03,37.784
2023-07-05,37.811001
2023-07-06,37.654999
2023-07-07,38.074001
2023-07-10,40.771
2023-07-11,41.23
2023-07-12,41.348999
2023-07-13,46.182999
2023-07-14,45.886002
2023-07-17,44.987999
2023-07-18,44.580002
2023-07-19,45.310001
2023-07-20,44.083
2023-07-21,43.665001
2023-07-24,43.094002
2023-07-25,43.681999
2023-07-26,44.346001
2023-07-27,42.615002
2023-07-28,43.460999
2023-07-31,43.787998
2023-08-01,43.498001
2023-08-02,40.733002
2023-08-03,38.991001
2023-08-04,37.696999
2023-08-07,37.082001
2023-08-08,38.948002
2023-08-09,37.784
2023-08-10,37.800999
2023-08-11,38.431
2023-08-14,38.882999
2023-08-15,37.615002
2023-08-16,36.966999
2023-08-17,34.679001
2023-08-18,32.862
2023-08-21,33.525002
2023-08-22,32.951
2023-08-23,34.639999
2023-08-24,33.655998
2023-08-25,33.605
2023-08-28,34.437
2023-08-29,38.152
2023-08-30,37.167999
2023-08-31,35.752998
2023-09-01,35.147999
2023-09-05,34.924999
2023-09-06,35.07
2023-09-07,35.306999
2023-09-08,35.627998
2023-09-11,34.268002
2023-09-12,34.776001
2023-09-13,34.183998
2023-09-14,34.639999
2023-09-15,34.077999
2023-09-18,34.062
2023-09-19,33.925999
2023-09-20,33.347
2023-09-21,32.605999
2023-09-22,32.280998
2023-09-25,32.759998
2023-09-26,31.73
2023-09-27,31.563
2023-09-28,32.891998
2023-09-29,32.827999
2023-10-02,32.949001
2023-10-03,31.132999
2023-10-04,32.040001
2023-10-05,32.341999
2023-10-06,34.063
2023-10-09,34.044998
2023-10-10,34.046001
2023-10-11,33.460999
2023-10-12,32.360001
2023-10-13,31.822001
2023-10-16,32.580002
2023-10-17,33.541
2023-10-18,32.914001
2023-10-19,34.235001
2023-10-20,34.804001
2023-10-23,37.749001
2023-10-24,42.487
2023-10-25,43.321999
2023-10-26,41.345001
2023-10-27,40.675999
2023-10-30,42.021999
2023-10-31,42.339001
2023-11-01,42.667
2023-11-02,45.362999
2023-11-03,45.395
2023-11-06,45.963001
2023-11-07,47.355
2023-11-08,47.450001
2023-11-09,49.407001
2023-11-10,50.917999
2023-11-13,50.487999
2023-11-14,48.0
2023-11-15,50.595001
2023-11-16,48.908001
2023-11-17,48.622002
2023-11-20,50.853001
2023-11-21,49.304001
2023-11-22,50.787998
2023-11-24,52.023998
2023-11-27,49.537998
2023-11-28,50.587002
2023-11-29,50.709999
2023-11-30,49.830002
2023-12-01,52.768002
2023-12-04,56.321999
2023-12-05,57.75
2023-12-06,56.889
2023-12-07,57.109001
2023-12-08,59.938999
2023-12-11,55.580002
2023-12-12,55.832001
2023-12-13,58.599998
2023-12-14,58.237
2023-12-15,57.041
2023-12-18,57.189999
2023-12-19,57.130001
2023-12-20,57.347
2023-12-21,58.195
2023-12-22,61.924
2023-12-26,60.389
2023-12-27,67.070999
